seed,numerRuns,rounds,outcome
7017622564400749891,4,12,loss
7017622564400749891,5,12,loss
5524536823120653034,1,48,loss
5524536823120653034,2,48,loss
5524536823120653034,3,48,loss
5524536823120653034,4,48,loss
5524536823120653034,5,48,loss
2729093369388382693,1,15,loss
2729093369388382693,2,15,loss
2729093369388382693,3,15,loss
2729093369388382693,4,15,loss
2729093369388382693,5,15,loss
7489878944141468196,1,50,loss
7489878944141468196,2,50,loss
7489878944141468196,3,50,loss
7489878944141468196,4,50,loss
7489878944141468196,5,50,loss
8137014329408456315,1,58,loss
8137014329408456315,2,58,loss
8137014329408456315,3,58,loss
8137014329408456315,4,58,loss
8137014329408456315,5,58,loss
8685010956998976534,1,21,win
8685010956998976534,2,21,win
8685010956998976534,3,21,win
8685010956998976534,4,21,win
8685010956998976534,5,21,win
2296197957346607023,1,27,loss
2296197957346607023,2,27,loss
2296197957346607023,3,27,loss
2296197957346607023,4,27,loss
2296197957346607023,5,27,loss
9052139064494898316,1,25,loss
9052139064494898316,2,25,loss
9052139064494898316,3,25,loss
9052139064494898316,4,25,loss
9052139064494898316,5,25,loss
5736474184515007225,1,47,loss
5736474184515007225,2,47,loss
5736474184515007225,3,47,loss
5736474184515007225,4,47,loss
5736474184515007225,5,47,loss
6938589294059216956,1,27,loss
6938589294059216956,2,27,loss
6938589294059216956,3,27,loss
6938589294059216956,4,27,loss
6938589294059216956,5,27,loss
2992052333790058084,1,85,win
2992052333790058084,2,85,win
2992052333790058084,3,85,win
2992052333790058084,4,85,win
2992052333790058084,5,85,win
2425844449185483396,1,16,loss
2425844449185483396,2,16,loss
2425844449185483396,3,16,loss
2425844449185483396,4,16,loss
2425844449185483396,5,16,loss
1592028189205380494,1,37,win
1592028189205380494,2,37,win
1592028189205380494,3,37,win
1592028189205380494,4,37,win
1592028189205380494,5,37,win
3015683651654958820,1,80,loss
3015683651654958820,2,80,loss
3015683651654958820,3,80,loss
3015683651654958820,4,80,loss
3015683651654958820,5,80,loss
8117995980982949995,1,49,loss
8117995980982949995,2,49,loss
8117995980982949995,3,49,loss
8117995980982949995,4,49,loss
8117995980982949995,5,49,loss
2402262016326289752,1,26,win
2402262016326289752,2,26,win
2402262016326289752,3,26,win
2402262016326289752,4,26,win
2402262016326289752,5,26,win
2335142336096973076,1,76,win
2335142336096973076,2,76,win
2335142336096973076,3,76,win
2335142336096973076,4,76,win
2335142336096973076,5,76,win
7884368084026741693,1,33,loss
7884368084026741693,2,33,loss
7884368084026741693,3,33,loss
7884368084026741693,4,33,loss
7884368084026741693,5,33,loss
841949202784538247,1,6,loss
841949202784538247,2,6,loss
841949202784538247,3,6,loss
841949202784538247,4,6,loss
841949202784538247,5,6,loss
399003559713871256,1,60,loss
399003559713871256,2,60,loss
399003559713871256,3,60,loss
399003559713871256,4,60,loss
399003559713871256,5,60,loss
7450155929672645705,1,25,loss
7450155929672645705,2,25,loss
7450155929672645705,3,25,loss
7450155929672645705,4,25,loss
7450155929672645705,5,25,loss
822826450256670435,1,16,win
822826450256670435,2,16,win
822826450256670435,3,16,win
822826450256670435,4,16,win
822826450256670435,5,16,win
5025695129490190462,1,22,loss
5025695129490190462,2,22,loss
5025695129490190462,3,22,loss
5025695129490190462,4,22,loss
5025695129490190462,5,22,loss
2607294237534155855,1,19,loss
2607294237534155855,2,19,loss
2607294237534155855,3,19,loss
2607294237534155855,4,19,loss
2607294237534155855,5,19,loss
5153583539824114158,1,56,loss
5153583539824114158,2,56,loss
5153583539824114158,3,56,loss
5153583539824114158,4,56,loss
5153583539824114158,5,56,loss
7506423223422383318,1,23,loss
7506423223422383318,2,23,loss
7506423223422383318,3,23,loss
7506423223422383318,4,23,loss
7506423223422383318,5,23,loss
1062300256269339408,1,15,loss
1062300256269339408,2,15,loss
1062300256269339408,3,15,loss
1062300256269339408,4,15,loss
1062300256269339408,5,15,loss
99299161859182064,1,16,loss
99299161859182064,2,16,loss
99299161859182064,3,16,loss
99299161859182064,4,16,loss
99299161859182064,5,16,loss
3359542267195368500,1,27,loss
3359542267195368500,2,27,loss
3359542267195368500,3,27,loss
3359542267195368500,4,27,loss
3359542267195368500,5,27,loss
2655421944947879424,1,19,win
2655421944947879424,2,19,win
2655421944947879424,3,19,win
2655421944947879424,4,19,win
2655421944947879424,5,19,win
4498588533063253269,1,49,loss
4498588533063253269,2,49,loss
4498588533063253269,3,49,loss
4498588533063253269,4,49,loss
4498588533063253269,5,49,loss
4817897292471244113,1,55,loss
4817897292471244113,2,55,loss
4817897292471244113,3,55,loss
4817897292471244113,4,55,loss
4817897292471244113,5,55,loss
8342552939515190333,1,21,loss
8342552939515190333,2,21,loss
8342552939515190333,3,21,loss
8342552939515190333,4,21,loss
8342552939515190333,5,21,loss
8851844056498124576,1,23,loss
8851844056498124576,2,23,loss
8851844056498124576,3,23,loss
8851844056498124576,4,23,loss
8851844056498124576,5,23,loss
6419846372114872057,1,63,loss
6419846372114872057,2,63,loss
6419846372114872057,3,63,loss
6419846372114872057,4,63,loss
6419846372114872057,5,63,loss
8984030976962139884,1,38,loss
8984030976962139884,2,38,loss
8984030976962139884,3,38,loss
8984030976962139884,4,38,loss
8984030976962139884,5,38,loss
7304473519847915047,1,41,loss
7304473519847915047,2,41,loss
7304473519847915047,3,41,loss
7304473519847915047,4,41,loss
7304473519847915047,5,41,loss
2470965315599733274,1,28,loss
2470965315599733274,2,28,loss
2470965315599733274,3,28,loss
2470965315599733274,4,28,loss
2470965315599733274,5,28,loss
7578435823547324203,1,10,loss
7578435823547324203,2,10,loss
7578435823547324203,3,10,loss
7578435823547324203,4,10,loss
7578435823547324203,5,10,loss
3257521329098332155,1,26,loss
3257521329098332155,2,26,loss
3257521329098332155,3,26,loss
3257521329098332155,4,26,loss
3257521329098332155,5,26,loss
923241133829246949,1,42,loss
923241133829246949,2,42,loss
923241133829246949,3,42,loss
923241133829246949,4,42,loss
923241133829246949,5,42,loss
5901773877923316588,1,11,loss
5901773877923316588,2,11,loss
5901773877923316588,3,11,loss
5901773877923316588,4,11,loss
5901773877923316588,5,11,loss
7392103357046400212,1,39,loss
7392103357046400212,2,39,loss
7392103357046400212,3,39,loss
7392103357046400212,4,39,loss
7392103357046400212,5,39,loss
4193272191510101707,1,36,loss
4193272191510101707,2,36,loss
4193272191510101707,3,36,loss
4193272191510101707,4,36,loss
4193272191510101707,5,36,loss
6065300882142398124,1,24,loss
6065300882142398124,2,24,loss
6065300882142398124,3,24,loss
6065300882142398124,4,24,loss
6065300882142398124,5,24,loss
2472794158843959922,1,27,loss
2472794158843959922,2,27,loss
2472794158843959922,3,27,loss
2472794158843959922,4,27,loss
2472794158843959922,5,27,loss
8638587120892232235,1,19,loss
8638587120892232235,2,19,loss
8638587120892232235,3,19,loss
8638587120892232235,4,19,loss
8638587120892232235,5,19,loss
197829402393967064,1,27,loss
197829402393967064,2,27,loss
197829402393967064,3,27,loss
197829402393967064,4,27,loss
197829402393967064,5,27,loss
1126320413224489296,1,14,loss
1126320413224489296,2,14,loss
1126320413224489296,3,14,loss
1126320413224489296,4,14,loss
1126320413224489296,5,14,loss
5890341322427515889,1,69,loss
5890341322427515889,2,69,loss
5890341322427515889,3,69,loss
5890341322427515889,4,69,loss
5890341322427515889,5,69,loss
3894668493294523833,1,57,loss
3894668493294523833,2,57,loss
3894668493294523833,3,57,loss
3894668493294523833,4,57,loss
3894668493294523833,5,57,loss
7191330266827960664,1,21,loss
7191330266827960664,2,21,loss
7191330266827960664,3,21,loss
7191330266827960664,4,21,loss
7191330266827960664,5,21,loss
3852345210108345680,1,34,win
3852345210108345680,2,34,win
3852345210108345680,3,34,win
3852345210108345680,4,34,win
3852345210108345680,5,34,win
8120950642212605977,1,26,loss
8120950642212605977,2,26,loss
8120950642212605977,3,26,loss
8120950642212605977,4,26,loss
8120950642212605977,5,26,loss
3958154184087704168,1,17,loss
3958154184087704168,2,17,loss
3958154184087704168,3,17,loss
3958154184087704168,4,17,loss
3958154184087704168,5,17,loss
6323571865709983848,1,20,loss
6323571865709983848,2,20,loss
6323571865709983848,3,20,loss
6323571865709983848,4,20,loss
6323571865709983848,5,20,loss
4906587611534206570,1,24,loss
4906587611534206570,2,24,loss
4906587611534206570,3,24,loss
4906587611534206570,4,24,loss
4906587611534206570,5,24,loss
4336552689769363128,1,43,win
4336552689769363128,2,43,win
4336552689769363128,3,43,win
4336552689769363128,4,43,win
4336552689769363128,5,43,win
3273870771505832580,1,22,loss
3273870771505832580,2,22,loss
3273870771505832580,3,22,loss
3273870771505832580,4,22,loss
3273870771505832580,5,22,loss
7597093204852630771,1,26,loss
7597093204852630771,2,26,loss
7597093204852630771,3,26,loss
7597093204852630771,4,26,loss
7597093204852630771,5,26,loss
2596169814583884302,1,21,win
2596169814583884302,2,21,win
2596169814583884302,3,21,win
2596169814583884302,4,21,win
2596169814583884302,5,21,win
2275656788218567506,1,33,loss
2275656788218567506,2,33,loss
2275656788218567506,3,33,loss
2275656788218567506,4,33,loss
2275656788218567506,5,33,loss
4328126573356717478,1,5,loss
4328126573356717478,2,5,loss
4328126573356717478,3,5,loss
4328126573356717478,4,5,loss
4328126573356717478,5,5,loss
409322687914814491,1,31,loss
409322687914814491,2,31,loss
409322687914814491,3,31,loss
409322687914814491,4,31,loss
409322687914814491,5,31,loss
8568453119729532256,1,45,win
8568453119729532256,2,45,win
8568453119729532256,3,45,win
8568453119729532256,4,45,win
8568453119729532256,5,45,win
3536232912374361674,1,24,win
3536232912374361674,2,24,win
3536232912374361674,3,24,win
3536232912374361674,4,24,win
3536232912374361674,5,24,win
756897235347431336,1,30,loss
756897235347431336,2,30,loss
756897235347431336,3,30,loss
756897235347431336,4,30,loss
756897235347431336,5,30,loss
496666173316462099,1,30,loss
496666173316462099,2,30,loss
496666173316462099,3,30,loss
496666173316462099,4,30,loss
496666173316462099,5,30,loss
1528777930567866436,1,19,loss
1528777930567866436,2,19,loss
1528777930567866436,3,19,loss
1528777930567866436,4,19,loss
1528777930567866436,5,19,loss
88960398304277729,1,48,loss
88960398304277729,2,48,loss
88960398304277729,3,48,loss
88960398304277729,4,48,loss
88960398304277729,5,48,loss
2909282837714475015,1,27,loss
2909282837714475015,2,27,loss
2909282837714475015,3,27,loss
2909282837714475015,4,27,loss
2909282837714475015,5,27,loss
8772719132415323010,1,28,win
8772719132415323010,2,28,win
8772719132415323010,3,28,win
8772719132415323010,4,28,win
8772719132415323010,5,28,win
426609063959368299,1,61,win
426609063959368299,2,61,win
426609063959368299,3,61,win
426609063959368299,4,61,win
426609063959368299,5,61,win
7061231284471308121,1,34,loss
7061231284471308121,2,34,loss
7061231284471308121,3,34,loss
7061231284471308121,4,34,loss
7061231284471308121,5,34,loss
6422908336942720779,1,79,win
6422908336942720779,2,79,win
6422908336942720779,3,79,win
6422908336942720779,4,79,win
6422908336942720779,5,79,win
4036283784687200269,1,64,loss
4036283784687200269,2,64,loss
4036283784687200269,3,64,loss
4036283784687200269,4,64,loss
4036283784687200269,5,64,loss
1792125222205559865,1,34,win
1792125222205559865,2,34,win
1792125222205559865,3,34,win
1792125222205559865,4,34,win
1792125222205559865,5,34,win
3010944713935609715,1,38,loss
3010944713935609715,2,38,loss
3010944713935609715,3,38,loss
3010944713935609715,4,38,loss
3010944713935609715,5,38,loss
683848902012311505,1,32,win
683848902012311505,2,32,win
683848902012311505,3,32,win
683848902012311505,4,32,win
683848902012311505,5,32,win
8694408440890730228,1,29,win
8694408440890730228,2,29,win
8694408440890730228,3,29,win
8694408440890730228,4,29,win
8694408440890730228,5,29,win
1386028279304602514,1,24,win
1386028279304602514,2,24,win
1386028279304602514,3,24,win
1386028279304602514,4,24,win
1386028279304602514,5,24,win
1768483477787497761,1,11,loss
1768483477787497761,2,11,loss
1768483477787497761,3,11,loss
1768483477787497761,4,11,loss
1768483477787497761,5,11,loss
1037274211802118292,1,19,loss
1037274211802118292,2,19,loss
1037274211802118292,3,19,loss
1037274211802118292,4,19,loss
1037274211802118292,5,19,loss
3736947454190505375,1,89,loss
3736947454190505375,2,89,loss
3736947454190505375,3,89,loss
3736947454190505375,4,89,loss
3736947454190505375,5,89,loss
8429869881458419488,1,38,loss
8429869881458419488,2,38,loss
8429869881458419488,3,38,loss
8429869881458419488,4,38,loss
8429869881458419488,5,38,loss
4747649638659645732,1,34,loss
4747649638659645732,2,34,loss
4747649638659645732,3,34,loss
4747649638659645732,4,34,loss
4747649638659645732,5,34,loss
3832595139045794543,1,28,win
3832595139045794543,2,28,win
3832595139045794543,3,28,win
3832595139045794543,4,28,win
3832595139045794543,5,28,win
4892999396595512548,1,32,loss
4892999396595512548,2,32,loss
4892999396595512548,3,32,loss
4892999396595512548,4,32,loss
4892999396595512548,5,32,loss
4249775359423999984,1,48,loss
4249775359423999984,2,48,loss
4249775359423999984,3,48,loss
4249775359423999984,4,48,loss
4249775359423999984,5,48,loss
8476969678285147003,1,15,win
8476969678285147003,2,15,win
8476969678285147003,3,15,win
8476969678285147003,4,15,win
8476969678285147003,5,15,win
2328842325879236623,1,26,loss
2328842325879236623,2,26,loss
2328842325879236623,3,26,loss
2328842325879236623,4,26,loss
2328842325879236623,5,26,loss
809403511430569551,1,58,loss
809403511430569551,2,58,loss
809403511430569551,3,58,loss
809403511430569551,4,58,loss
809403511430569551,5,58,loss
1677031818271041251,1,85,loss
1677031818271041251,2,85,loss
1677031818271041251,3,85,loss
1677031818271041251,4,85,loss
1677031818271041251,5,85,loss
813100642070867022,1,19,loss
813100642070867022,2,19,loss
813100642070867022,3,19,loss
813100642070867022,4,19,loss
813100642070867022,5,19,loss
1637799045101497820,1,24,loss
1637799045101497820,2,24,loss
1637799045101497820,3,24,loss
1637799045101497820,4,24,loss
1637799045101497820,5,24,loss
8775449969899916557,1,21,loss
8775449969899916557,2,21,loss
8775449969899916557,3,21,loss
8775449969899916557,4,21,loss
8775449969899916557,5,21,loss
1149084936402268244,1,37,loss
1149084936402268244,2,37,loss
1149084936402268244,3,37,loss
1149084936402268244,4,37,loss
1149084936402268244,5,37,loss
630890735721058253,1,5,loss
630890735721058253,2,5,loss
630890735721058253,3,5,loss
630890735721058253,4,5,loss
630890735721058253,5,5,loss
2870562810154858665,1,97,loss
2870562810154858665,2,97,loss
2870562810154858665,3,97,loss
2870562810154858665,4,97,loss
2870562810154858665,5,97,loss
1721324556419814385,1,17,loss
1721324556419814385,2,17,loss
1721324556419814385,3,17,loss
1721324556419814385,4,17,loss
1721324556419814385,5,17,loss
6434811851028400181,1,62,loss
6434811851028400181,2,62,loss
6434811851028400181,3,62,loss
6434811851028400181,4,62,loss
6434811851028400181,5,62,loss
31531039750832487,1,21,win
31531039750832487,2,21,win
31531039750832487,3,21,win
31531039750832487,4,21,win
31531039750832487,5,21,win
4925031316094347400,1,25,win
4925031316094347400,2,25,win
4925031316094347400,3,25,win
4925031316094347400,4,25,win
4925031316094347400,5,25,win
502717652042648939,1,31,loss
502717652042648939,2,31,loss
502717652042648939,3,31,loss
502717652042648939,4,31,loss
502717652042648939,5,31,loss
5119699539821632357,1,45,win
5119699539821632357,2,45,win
5119699539821632357,3,45,win
5119699539821632357,4,45,win
5119699539821632357,5,45,win
3245108277965086484,1,27,loss
3245108277965086484,2,27,loss
3245108277965086484,3,27,loss
3245108277965086484,4,27,loss
3245108277965086484,5,27,loss
5214651986454961991,1,85,loss
5214651986454961991,2,85,loss
5214651986454961991,3,85,loss
5214651986454961991,4,85,loss
5214651986454961991,5,85,loss
1285306921020410258,1,66,loss
1285306921020410258,2,66,loss
1285306921020410258,3,66,loss
1285306921020410258,4,66,loss
1285306921020410258,5,66,loss
3528564978037729738,1,38,loss
3528564978037729738,2,38,loss
3528564978037729738,3,38,loss
3528564978037729738,4,38,loss
3528564978037729738,5,38,loss
6079541463285864956,1,12,loss
6079541463285864956,2,12,loss
6079541463285864956,3,12,loss
6079541463285864956,4,12,loss
6079541463285864956,5,12,loss
8660094268660964793,1,15,win
8660094268660964793,2,15,win
8660094268660964793,3,15,win
8660094268660964793,4,15,win
8660094268660964793,5,15,win
6439980900603441993,1,25,loss
6439980900603441993,2,25,loss
6439980900603441993,3,25,loss
6439980900603441993,4,25,loss
6439980900603441993,5,25,loss
5858707933957065194,1,21,win
5858707933957065194,2,21,win
5858707933957065194,3,21,win
5858707933957065194,4,21,win
5858707933957065194,5,21,win
2416338420119436544,1,10,loss
2416338420119436544,2,10,loss
2416338420119436544,3,10,loss
2416338420119436544,4,10,loss
2416338420119436544,5,10,loss
1636995983268638928,1,25,loss
1636995983268638928,2,25,loss
1636995983268638928,3,25,loss
1636995983268638928,4,25,loss
1636995983268638928,5,25,loss
2071551561826000512,1,43,loss
2071551561826000512,2,43,loss
2071551561826000512,3,43,loss
2071551561826000512,4,43,loss
2071551561826000512,5,43,loss
5346302037518314860,1,31,loss
5346302037518314860,2,31,loss
5346302037518314860,3,31,loss
5346302037518314860,4,31,loss
5346302037518314860,5,31,loss
8024953575380226361,1,45,loss
8024953575380226361,2,45,loss
8024953575380226361,3,45,loss
8024953575380226361,4,45,loss
8024953575380226361,5,45,loss
8744207991129915913,1,18,loss
8744207991129915913,2,18,loss
8744207991129915913,3,18,loss
8744207991129915913,4,18,loss
8744207991129915913,5,18,loss
9140867868017089842,1,31,loss
9140867868017089842,2,31,loss
9140867868017089842,3,31,loss
9140867868017089842,4,31,loss
9140867868017089842,5,31,loss
441654791366830838,1,37,loss
441654791366830838,2,37,loss
441654791366830838,3,37,loss
441654791366830838,4,37,loss
441654791366830838,5,37,loss
4407488124793349615,1,44,loss
4407488124793349615,2,44,loss
4407488124793349615,3,44,loss
4407488124793349615,4,44,loss
4407488124793349615,5,44,loss
189239467468714235,1,24,loss
189239467468714235,2,24,loss
189239467468714235,3,24,loss
189239467468714235,4,24,loss
189239467468714235,5,24,loss
3973556968335890737,1,36,win
3973556968335890737,2,36,win
3973556968335890737,3,36,win
3973556968335890737,4,36,win
3973556968335890737,5,36,win
7809034947240269403,1,39,loss
7809034947240269403,2,39,loss
7809034947240269403,3,39,loss
7809034947240269403,4,39,loss
7809034947240269403,5,39,loss
6461032636431864340,1,25,loss
6461032636431864340,2,25,loss
6461032636431864340,3,25,loss
6461032636431864340,4,25,loss
6461032636431864340,5,25,loss
6413209025163842127,1,98,loss
6413209025163842127,2,98,loss
6413209025163842127,3,98,loss
6413209025163842127,4,98,loss
6413209025163842127,5,98,loss
6672167735808577895,1,35,win
6672167735808577895,2,35,win
6672167735808577895,3,35,win
6672167735808577895,4,35,win
6672167735808577895,5,35,win
3395763928548088752,1,27,win
3395763928548088752,2,27,win
3395763928548088752,3,27,win
3395763928548088752,4,27,win
3395763928548088752,5,27,win
2189487748868207662,1,27,win
2189487748868207662,2,27,win
2189487748868207662,3,27,win
2189487748868207662,4,27,win
2189487748868207662,5,27,win
2107473670827059517,1,61,loss
2107473670827059517,2,61,loss
2107473670827059517,3,61,loss
2107473670827059517,4,61,loss
2107473670827059517,5,61,loss
4129263063024608751,1,22,win
4129263063024608751,2,22,win
4129263063024608751,3,22,win
4129263063024608751,4,22,win
4129263063024608751,5,22,win
550836129938803316,1,23,loss
550836129938803316,2,23,loss
550836129938803316,3,23,loss
550836129938803316,4,23,loss
550836129938803316,5,23,loss
8345788777081930660,1,5,loss
8345788777081930660,2,5,loss
8345788777081930660,3,5,loss
8345788777081930660,4,5,loss
8345788777081930660,5,5,loss
8205509945399813174,1,29,win
8205509945399813174,2,29,win
8205509945399813174,3,29,win
8205509945399813174,4,29,win
8205509945399813174,5,29,win
9074302643046605171,1,49,win
9074302643046605171,2,49,win
9074302643046605171,3,49,win
9074302643046605171,4,49,win
9074302643046605171,5,49,win
1344275489309247482,1,58,loss
1344275489309247482,2,58,loss
1344275489309247482,3,58,loss
1344275489309247482,4,58,loss
1344275489309247482,5,58,loss
6117034420772738571,1,15,loss
6117034420772738571,2,15,loss
6117034420772738571,3,15,loss
6117034420772738571,4,15,loss
6117034420772738571,5,15,loss
2904996105259331970,1,14,loss
2904996105259331970,2,14,loss
2904996105259331970,3,14,loss
2904996105259331970,4,14,loss
2904996105259331970,5,14,loss
8082167122499088852,1,30,loss
8082167122499088852,2,30,loss
8082167122499088852,3,30,loss
8082167122499088852,4,30,loss
8082167122499088852,5,30,loss
5858072037388874934,1,39,loss
5858072037388874934,2,39,loss
5858072037388874934,3,39,loss
5858072037388874934,4,39,loss
5858072037388874934,5,39,loss
8706563153671328597,1,21,loss
8706563153671328597,2,21,loss
8706563153671328597,3,21,loss
8706563153671328597,4,21,loss
8706563153671328597,5,21,loss
8494924622097212176,1,25,loss
8494924622097212176,2,25,loss
8494924622097212176,3,25,loss
8494924622097212176,4,25,loss
8494924622097212176,5,25,loss
2259710642121234181,1,58,win
2259710642121234181,2,58,win
2259710642121234181,3,58,win
2259710642121234181,4,58,win
2259710642121234181,5,58,win
2535226881285877896,1,15,loss
2535226881285877896,2,15,loss
2535226881285877896,3,15,loss
2535226881285877896,4,15,loss
2535226881285877896,5,15,loss
775099311569977531,1,17,win
775099311569977531,2,17,win
775099311569977531,3,17,win
775099311569977531,4,17,win
775099311569977531,5,17,win
1723859308728979455,1,42,win
1723859308728979455,2,42,win
1723859308728979455,3,42,win
1723859308728979455,4,42,win
1723859308728979455,5,42,win
7969706970831746665,1,26,win
7969706970831746665,2,26,win
7969706970831746665,3,26,win
7969706970831746665,4,26,win
7969706970831746665,5,26,win
3243671930554953275,1,34,loss
3243671930554953275,2,34,loss
3243671930554953275,3,34,loss
3243671930554953275,4,34,loss
3243671930554953275,5,34,loss
4320285208006723579,1,5,loss
4320285208006723579,2,5,loss
4320285208006723579,3,5,loss
4320285208006723579,4,5,loss
4320285208006723579,5,5,loss
7079919502639534920,1,35,loss
7079919502639534920,2,35,loss
7079919502639534920,3,35,loss
7079919502639534920,4,35,loss
7079919502639534920,5,35,loss
8602235866223983718,1,25,loss
8602235866223983718,2,25,loss
8602235866223983718,3,25,loss
8602235866223983718,4,25,loss
8602235866223983718,5,25,loss
8227679959677753412,1,21,win
8227679959677753412,2,21,win
8227679959677753412,3,21,win
8227679959677753412,4,21,win
8227679959677753412,5,21,win
5693346285526436699,1,17,win
5693346285526436699,2,17,win
5693346285526436699,3,17,win
5693346285526436699,4,17,win
5693346285526436699,5,17,win
4723352897893094378,1,69,loss
4723352897893094378,2,69,loss
4723352897893094378,3,69,loss
4723352897893094378,4,69,loss
4723352897893094378,5,69,loss
4375248182711643701,1,26,loss
4375248182711643701,2,26,loss
4375248182711643701,3,26,loss
4375248182711643701,4,26,loss
4375248182711643701,5,26,loss
1179464251899581678,1,27,loss
1179464251899581678,2,27,loss
1179464251899581678,3,27,loss
1179464251899581678,4,27,loss
1179464251899581678,5,27,loss
2930108651377766253,1,36,loss
2930108651377766253,2,36,loss
2930108651377766253,3,36,loss
2930108651377766253,4,36,loss
2930108651377766253,5,36,loss
8603560408291565034,1,5,loss
8603560408291565034,2,5,loss
8603560408291565034,3,5,loss
8603560408291565034,4,5,loss
8603560408291565034,5,5,loss
6415633085688756088,1,6,loss
6415633085688756088,2,6,loss
6415633085688756088,3,6,loss
6415633085688756088,4,6,loss
6415633085688756088,5,6,loss
356561433474951604,1,9,win
356561433474951604,2,9,win
356561433474951604,3,9,win
356561433474951604,4,9,win
356561433474951604,5,9,win
2899920531196855045,1,14,loss
2899920531196855045,2,14,loss
2899920531196855045,3,14,loss
2899920531196855045,4,14,loss
2899920531196855045,5,14,loss
4873081394275015695,1,44,loss
4873081394275015695,2,44,loss
4873081394275015695,3,44,loss
4873081394275015695,4,44,loss
4873081394275015695,5,44,loss
3701850639853067925,1,39,loss
3701850639853067925,2,39,loss
3701850639853067925,3,39,loss
3701850639853067925,4,39,loss
3701850639853067925,5,39,loss
3999417168427216362,1,49,loss
3999417168427216362,2,49,loss
3999417168427216362,3,49,loss
3999417168427216362,4,49,loss
3999417168427216362,5,49,loss
5826610469889888859,1,6,loss
5826610469889888859,2,6,loss
5826610469889888859,3,6,loss
5826610469889888859,4,6,loss
5826610469889888859,5,6,loss
6228746683498652733,1,11,win
6228746683498652733,2,11,win
6228746683498652733,3,11,win
6228746683498652733,4,11,win
6228746683498652733,5,11,win
8037804247263171563,1,19,loss
8037804247263171563,2,19,loss
8037804247263171563,3,19,loss
8037804247263171563,4,19,loss
8037804247263171563,5,19,loss
8217590148596998997,1,45,loss
8217590148596998997,2,45,loss
8217590148596998997,3,45,loss
8217590148596998997,4,45,loss
8217590148596998997,5,45,loss
5644230234474623042,1,11,loss
5644230234474623042,2,11,loss
5644230234474623042,3,11,loss
5644230234474623042,4,11,loss
5644230234474623042,5,11,loss
5945268837444379177,1,53,loss
5945268837444379177,2,53,loss
5945268837444379177,3,53,loss
5945268837444379177,4,53,loss
5945268837444379177,5,53,loss
3829804134328777699,1,34,loss
3829804134328777699,2,34,loss
3829804134328777699,3,34,loss
3829804134328777699,4,34,loss
3829804134328777699,5,34,loss
4810134688867734082,1,56,win
4810134688867734082,2,56,win
4810134688867734082,3,56,win
4810134688867734082,4,56,win
4810134688867734082,5,56,win
5487864778360951467,1,46,loss
5487864778360951467,2,46,loss
5487864778360951467,3,46,loss
5487864778360951467,4,46,loss
5487864778360951467,5,46,loss
2859151529629512534,1,12,loss
2859151529629512534,2,12,loss
2859151529629512534,3,12,loss
2859151529629512534,4,12,loss
2859151529629512534,5,12,loss
574700406043622763,1,16,loss
574700406043622763,2,16,loss
574700406043622763,3,16,loss
574700406043622763,4,16,loss
574700406043622763,5,16,loss
3964681881889909144,1,67,loss
3964681881889909144,2,67,loss
3964681881889909144,3,67,loss
3964681881889909144,4,67,loss
3964681881889909144,5,67,loss
8038317824407205971,1,11,loss
8038317824407205971,2,11,loss
8038317824407205971,3,11,loss
8038317824407205971,4,11,loss
8038317824407205971,5,11,loss
8157069534188612259,1,66,loss
8157069534188612259,2,66,loss
8157069534188612259,3,66,loss
8157069534188612259,4,66,loss
8157069534188612259,5,66,loss
8043967987714090979,1,28,win
8043967987714090979,2,28,win
8043967987714090979,3,28,win
8043967987714090979,4,28,win
8043967987714090979,5,28,win
5216659373161926153,1,61,loss
5216659373161926153,2,61,loss
5216659373161926153,3,61,loss
5216659373161926153,4,61,loss
5216659373161926153,5,61,loss
2029095629798910203,1,47,loss
2029095629798910203,2,47,loss
2029095629798910203,3,47,loss
2029095629798910203,4,47,loss
2029095629798910203,5,47,loss
9102951886647854214,1,58,win
9102951886647854214,2,58,win
9102951886647854214,3,58,win
9102951886647854214,4,58,win
9102951886647854214,5,58,win
2715749356181490101,1,54,loss
2715749356181490101,2,54,loss
2715749356181490101,3,54,loss
2715749356181490101,4,54,loss
2715749356181490101,5,54,loss
7117952704557507181,1,26,loss
7117952704557507181,2,26,loss
7117952704557507181,3,26,loss
7117952704557507181,4,26,loss
7117952704557507181,5,26,loss
2149670966808878870,1,45,win
2149670966808878870,2,45,win
2149670966808878870,3,45,win
2149670966808878870,4,45,win
2149670966808878870,5,45,win
5567450825397812643,1,25,win
5567450825397812643,2,25,win
5567450825397812643,3,25,win
5567450825397812643,4,25,win
5567450825397812643,5,25,win
4263162603898424527,1,31,win
4263162603898424527,2,31,win
4263162603898424527,3,31,win
4263162603898424527,4,31,win
4263162603898424527,5,31,win
4409416878806824876,1,78,loss
4409416878806824876,2,78,loss
4409416878806824876,3,78,loss
4409416878806824876,4,78,loss
4409416878806824876,5,78,loss
2657900055077435423,1,51,loss
2657900055077435423,2,51,loss
2657900055077435423,3,51,loss
2657900055077435423,4,51,loss
2657900055077435423,5,51,loss
8020941842178083091,1,54,loss
8020941842178083091,2,54,loss
8020941842178083091,3,54,loss
8020941842178083091,4,54,loss
8020941842178083091,5,54,loss
5259355375162692115,1,30,loss
5259355375162692115,2,30,loss
5259355375162692115,3,30,loss
